url,domain,path,category,include_in_mvp,discovered_from,discovered_at
https://monzo.com/blog/2017/05/22/top-up-with-android-pay,monzo.com,/blog/2017/05/22/top-up-with-android-pay,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/06/07/referral-bonus,monzo.com,/blog/2017/06/07/referral-bonus,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/06/08/host-a-monzo-meetup,monzo.com,/blog/2017/06/08/host-a-monzo-meetup,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/06/09/journey-of-a-card,monzo.com,/blog/2017/06/09/journey-of-a-card,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/06/13/identity-verification-upgrade,monzo.com,/blog/2017/06/13/identity-verification-upgrade,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/06/22/meet-gary,monzo.com,/blog/2017/06/22/meet-gary,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/06/23/new-beginnings-at-Monzo,monzo.com,/blog/2017/06/23/new-beginnings-at-Monzo,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/06/30/tried-and-tested,monzo.com,/blog/2017/06/30/tried-and-tested,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/07/03/monzo-mixtape,monzo.com,/blog/2017/07/03/monzo-mixtape,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/07/07/working-with-backend-services-on-ios,monzo.com,/blog/2017/07/07/working-with-backend-services-on-ios,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/07/17/current-account-preview,monzo.com,/blog/2017/07/17/current-account-preview,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/07/25/meet-will,monzo.com,/blog/2017/07/25/meet-will,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/07/27/monzo-insider,monzo.com,/blog/2017/07/27/monzo-insider,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/08/01/bottom-nav-bar,monzo.com,/blog/2017/08/01/bottom-nav-bar,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/08/07/current-account-android,monzo.com,/blog/2017/08/07/current-account-android,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/08/09/complaints-at-monzo,monzo.com,/blog/2017/08/09/complaints-at-monzo,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/08/22/the-help-search-algorithm,monzo.com,/blog/2017/08/22/the-help-search-algorithm,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/08/23/preview-distance-signup,monzo.com,/blog/2017/08/23/preview-distance-signup,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/09/01/open-office-august,monzo.com,/blog/2017/09/01/open-office-august,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/09/04/meet-phil-hewinson-head-of-partnerships,monzo.com,/blog/2017/09/04/meet-phil-hewinson-head-of-partnerships,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
